会社名,銘柄コード,業種,優先市場,市場タイプ,決算月,都道府県,時価総額,PBR,PER(会予),PER(過去12ヶ月),PER(前年度),配当方向性,配当利回り,EPS(過去12ヶ月),EPS(予想),EPS(前年度),売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
東京機械製作所,6335,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,4004346368.0,0.4917976,,590.4762,-48.47162856697147,0.0,0.0,0.84,,-9.551979450417884,7401882000.0,641395000.0,0.1245,345647000.0,0.01918,0.01938,0.562437508807946,5240765000.0,2744885000.0,11410023000.0,32964000.0,7554941000.0,255778000.0,6348302600.0,1.585353018093364
石井表記,6336,機械,スタンダード（内国株式）,JP,2025-01-31,広島県,6118182912.0,0.6068803,,6.958974,4.973450608806559,0.18190001,0.025477707,109.93,,135.04458495132323,14821000000.0,911000000.0,0.11021,788000000.0,0.0651,0.10516,0.6202547770700637,5962000000.0,3824000000.0,10132000000.0,2087000000.0,4086000000.0,124000000.0,4256800000.0,0.6957621341543834
テセック,6337,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,14986175488.0,1.0588477,11.25642,30.486893,8.401491665538623,0.749,0.024509804,93.45,253.1,271.8464022967881,5892000000.0,439000000.0,0.04526,427000000.0,0.05244,0.02056,0.9152126147085432,1311000000.0,834000000.0,9300000000.0,363000000.0,4352000000.0,3607000000.0,10513900000.0,0.7015732605306056
タカトリ,6338,機械,スタンダード（内国株式）,JP,2025-09-30,奈良県,7841285120.0,0.81504804,,13.812103,8.582121707119853,0.37330002,0.025477707,107.08,,354.9164343159218,7330581000.0,820448000.0,-0.21444,584879000.0,0.08604,0.06322,0.6452139876762837,5645327000.0,5584240000.0,12973691000.0,4134597000.0,5120396000.0,962873000.0,8002375100.0,1.0205438238164717
新東工業,6339,機械,プライム（内国株式）,JP,2025-03-31,愛知県,61129367552.0,0.49258143,,19.609163,7.076413762025594,0.741,0.037162162,59.36,,166.2299994627025,150224000000.0,3005000000.0,0.020539999,2757000000.0,0.017180001,0.03223,0.5052203882346978,109640000000.0,54145000000.0,119723000000.0,51171000000.0,40533000000.0,32985000000.0,33172500000.0,0.5426606118864497
澁谷工業,6340,機械,プライム（内国株式）,JP,2025-06-30,石川県,101950529536.0,0.91381884,8.865632,11.363636,9.893595550515268,0.3005,0.012919896,324.28,415.65,353.5386394852888,129017000000.0,13749000000.0,0.10944,10052000000.0,0.06927,0.08295,0.6769347534279226,51497000000.0,42723000000.0,105574000000.0,3696000000.0,45579000000.0,3639000000.0,56624300000.0,0.5554095722475405
太平製作所,6342,機械,スタンダード（内国株式）,JP,2025-03-31,愛知県,3968748544.0,0.5572823,,23.923445,4.08976116673726,0.62700003,0.025931928,127.49,,762.8303507516106,7855530000.0,907977000.0,0.14942999,576746000.0,0.02001,0.01911,0.6634069252524226,3498574000.0,3092536000.0,7704958000.0,795048000.0,3520952000.0,582538000.0,4614160600.0,1.16262356983431
フリージア・マクロス,6343,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,9540310016.0,0.67513347,,10.526316,7.349102657120703,0.0298,0.0028037385,20.14,,14.610888923069004,6971719000.0,1348705000.0,0.23382999,906700000.0,0.14525,0.088290006,0.377892017083399,13525813000.0,3701442000.0,8768980000.0,10222220000.0,1110017000.0,6383065000.0,-288687500.0,-0.0302597609004155
アイチ　コーポレーション,6345,機械,プライム（内国株式）,JP,2025-03-31,埼玉県,90319233024.0,1.2595615,16.252323,16.474329,14.278815239780812,0.64739996,0.046561606,84.92,86.08,70.2599996131091,59306955000.0,7440218000.0,0.115159996,6334645000.0,0.0,,0.8372304846645161,16335377000.0,14612890000.0,71048447000.0,214581000.0,46871546000.0,5395663000.0,58490034100.0,0.6475922363563228
キクカワエンタープライズ,6346,機械,スタンダード（内国株式）,JP,2025-03-31,三重県,7302145536.0,0.5944021,,10.362695,8.588231958182737,0.2497,0.0,580.93,,512.1365130081368,5533700000.0,1024218000.0,0.15774,743887000.0,0.12585,0.058029998,0.8462789411877911,2231752000.0,1302856000.0,10497859000.0,,7757520000.0,1520989000.0,9330799300.0,1.2778161232200345
プラコー,6347,機械,スタンダード（内国株式）,JP,2025-03-31,埼玉県,3811239424.0,2.496926,,,-7.580358192181395,4.3796,0.015,-2.65,,-28.60846090427805,2227703000.0,-139117000.0,0.025,-95803000.0,-0.042659998,,0.5188868590124711,1468709000.0,466213000.0,2272702000.0,1142299000.0,1142526000.0,22653000.0,819850100.0,0.2151137750195564
小森コーポレーション,6349,機械,プライム（内国株式）,JP,2025-03-31,東京都,91633115136.0,0.7652564,38.635345,12.641827,13.063122746770382,0.4977,0.04660303,136.61,44.7,86.7899992263516,111050000000.0,7118000000.0,0.114209995,7248000000.0,0.08101,0.08365,0.6679408958158632,57418000000.0,53163000000.0,124039000000.0,10305000000.0,48148000000.0,20794000000.0,81176800000.0,0.8858893412007116
鶴見製作所,6351,機械,プライム（内国株式）,JP,2025-03-31,大阪府,106918125568.0,1.055775,15.08119,13.36892,10.81878920477501,0.1558,0.005584364,166.73,147.8,168.81000171559683,68058000000.0,10253000000.0,0.11364,8783000000.0,0.10353,0.07959,0.717806385874731,35659000000.0,25828000000.0,81657000000.0,15679000000.0,31145000000.0,12662000000.0,54861400000.0,0.5131159914051067
日本ギア工業,6356,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,12599854080.0,2.3111515,,8.510434,5.517730243406807,0.0769,0.004381161,103.99,,108.12810300294618,9555548000.0,2105778000.0,0.10497,1550400000.0,0.03791,0.07383,0.8245889750295167,2672167000.0,2016983000.0,10483231000.0,109795000.0,4496297000.0,1060316000.0,8553285200.0,0.6788400203441086
三精テクノロジーズ,6357,機械,スタンダード（内国株式）,JP,2025-03-31,大阪府,46557495296.0,1.015741,,12.345738,11.038659403261017,0.2894,0.02357564,207.44,,109.76823992859416,61861600000.0,4797324000.0,0.0735,2995460000.0,0.05849,0.08606,0.513417780814368,42483895000.0,27595944000.0,54169895000.0,16746885000.0,21846573000.0,8058452000.0,17326916400.0,0.3721616957664955
酒井重工業,6358,機械,プライム（内国株式）,JP,2025-03-31,東京都,19466143744.0,0.64796436,8.577367,34.3627,10.954689210766308,1.599,0.044421054,66.06,264.65,287.3929580781912,27854055000.0,1583769000.0,0.07403,1435953000.0,0.02132,0.018860001,0.705010822271392,12494099000.0,10429707000.0,26611283000.0,5417510000.0,7668034000.0,5661936000.0,18080539200.0,0.928819772307133
東京自働機械製作所,6360,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,5628055040.0,2.3413625,,7.674641,3.4397387092759946,0.4592,0.00982801,522.5,,797.4649462543753,12890103000.0,1564957000.0,-0.01572,1222328000.0,0.0016699999,0.0037,0.5953302192968847,6416423000.0,4107799000.0,9860141000.0,1069330000.0,3684314000.0,3762982000.0,6077805400.0,1.0799122177739044
荏原製作所,6361,機械,プライム（内国株式）,JP,2024-12-31,東京都,2421277589504.0,4.758098,34.687336,33.333336,12.366359355831785,0.3773,0.010875576,159.09,152.88,130.51036800013856,866668000000.0,97954000000.0,0.15017,71402000000.0,0.07997,0.15808,0.4708825621713586,519749000000.0,405340000000.0,705309000000.0,150432000000.0,171031000000.0,5983000000.0,189748100000.0,0.0783669335653786
酉島製作所,6363,機械,プライム（内国株式）,JP,2025-03-31,大阪府,65607352320.0,1.1663136,10.848564,18.726057,11.548856425963542,0.458,0.02458686,133.13,229.8,234.1800028259601,86501000000.0,5449000000.0,0.049039997,4068000000.0,0.0,0.086940005,0.4845573036040165,59206000000.0,37338000000.0,81190000000.0,22728000000.0,17115000000.0,10463000000.0,29308100000.0,0.4467197495952844
ＡＩＲＭＡＮ,6364,機械,プライム（内国株式）,JP,2025-03-31,新潟県,56176091136.0,1.286214,9.430783,11.376621,10.427193480817776,0.31309998,0.026710402,182.04,219.6,182.16160749928923,54827987000.0,6918812000.0,0.14911,4812530000.0,0.09314,0.12695,0.6365095780512073,23164732000.0,12700986000.0,47507097000.0,7915447000.0,19245867000.0,3888325000.0,27064192500.0,0.4817742201834354
電業社機械製作所,6365,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,24079869952.0,0.8487919,,8.123488,9.131994923875,0.2447,0.029313233,715.21,,412.9789611998007,28077000000.0,3235000000.0,0.05519,2426000000.0,0.099580005,0.11134,0.6876868714324544,12639000000.0,11700000000.0,30815000000.0,67000000.0,6515000000.0,3765000000.0,20811500000.0,0.8642696177963146
千代田化工建設,6366,建設業,スタンダード（内国株式）,JP,2025-03-31,神奈川県,417998340096.0,3.9002147,27.553808,54.93869,-6.561647779672794,0.0,0.0,29.36,58.54,-61.11269813083391,456969000000.0,24422000000.0,0.32088003,26987000000.0,0.1688,1.2447,0.0514148631120481,435580000000.0,409531000000.0,437274000000.0,23599000000.0,153340000000.0,3976000000.0,4477200000.0,0.0107110473189241
ダイキン工業,6367,機械,プライム（内国株式）,JP,2025-03-31,大阪府,5672094662656.0,1.7989807,19.560717,20.703957,22.561101537582147,0.33150002,0.015979381,935.57,990.25,888.6399997902585,4752335000000.0,401669000000.0,0.05163,264757000000.0,0.05666,0.0929,0.5465158093557974,2266724000000.0,1543047000000.0,2853654000000.0,986849000000.0,802663000000.0,160032000000.0,698952400000.0,0.1232265047693527
オルガノ,6368,機械,プライム（内国株式）,JP,2025-03-31,東京都,718937194496.0,5.499236,34.4877,26.109682,19.215037887634946,0.3071,0.0120418845,598.82,453.35,376.9188894937398,163269000000.0,31121000000.0,0.19437,24150000000.0,0.16078,0.23462999,0.6221681516080578,73203000000.0,64401000000.0,164367000000.0,22557000000.0,16751000000.0,2373000000.0,92825100000.0,0.1291143380960747
トーヨーカネツ,6369,機械,プライム（内国株式）,JP,2025-03-31,東京都,43254034432.0,1.0984315,10.961766,11.709474,8.97227224782087,0.6018,0.057811424,237.5,253.7,228.0649955718557,60474000000.0,4132000000.0,0.08416,3638000000.0,0.06179,0.096090004,0.5768580580105581,28528000000.0,20393000000.0,40140000000.0,13985000000.0,6516000000.0,6497000000.0,16159900000.0,0.3736044559127797
栗田工業,6370,機械,プライム（内国株式）,JP,2025-03-31,東京都,879900622848.0,2.5146554,23.956503,39.525166,23.422464197417,0.5007,0.005552873,203.44,335.65,259.7000005453976,408888000000.0,31274000000.0,0.14554,20305000000.0,0.05702,0.06791,0.6121279025920441,210445000000.0,132567000000.0,220950000000.0,93470000000.0,62951000000.0,15541000000.0,21383700000.0,0.0243024035268741
椿本チエイン,6371,機械,プライム（内国株式）,JP,2025-03-31,大阪府,249929236480.0,0.94744104,13.01655,11.820571,9.355707705383976,0.4013,0.033180777,216.91,196.98,170.54627024840494,279193000000.0,22854000000.0,0.08719,22122000000.0,0.08136,0.087510005,0.6993297623213373,109350000000.0,62505000000.0,193313000000.0,27237000000.0,67945000000.0,39876000000.0,111876200000.0,0.4476315039235221
日機装,6376,精密機器,プライム（内国株式）,JP,2024-12-31,東京都,149132247040.0,0.95379263,18.683565,21.882782,7.036790226736691,0.3158,0.0,104.42,122.3,136.90009055236945,213379000000.0,6398000000.0,0.112349994,7957000000.0,0.06331,0.09137,0.4302393085209314,183558000000.0,82653000000.0,180137000000.0,107213000000.0,34663000000.0,,-3421000000.0,-0.0229393713827863
木村化工機,6378,機械,スタンダード（内国株式）,JP,2025-03-31,兵庫県,24995545088.0,1.2846785,,11.876529,8.465912897861127,0.38599998,0.031131359,106.26,,78.46277669251084,26431000000.0,3018000000.0,0.093109995,2309000000.0,0.07572,0.107250005,0.5641864991595151,14778000000.0,10848000000.0,24394000000.0,1542000000.0,9892000000.0,2024000000.0,11032800000.0,0.4413906542608942
レイズネクスト,6379,建設業,プライム（内国株式）,JP,2025-03-31,神奈川県,141085900800.0,1.610171,19.29099,13.192585,14.288917572229588,0.5102,0.033235937,197.99,135.4,134.20000109966617,157371000000.0,10859000000.0,0.08172,8100000000.0,0.06201,0.12696,0.7382461196569325,29545000000.0,26414000000.0,87315000000.0,1500000000.0,3575000000.0,4711000000.0,61067700000.0,0.4328405578000888
オリエンタルチエン工業,6380,機械,スタンダード（内国株式）,JP,2025-03-31,石川県,4358237184.0,2.3207471,,27.472046,16.994501567300716,0.26209998,0.004950495,114.48,,107.67108402701066,4055683000.0,142675000.0,0.07376,100333000.0,0.04941,,0.3617443546062214,3274464000.0,1904478000.0,2665127000.0,2099381000.0,358342000.0,223958000.0,-452566400.0,-0.1038416178131529
アネスト岩田,6381,機械,プライム（内国株式）,JP,2025-03-31,神奈川県,67114110976.0,1.4141196,12.860377,15.823195,10.35670855859229,0.59400004,0.036405005,107.69,132.5,122.12800129067824,54411000000.0,5907000000.0,0.097550005,4276000000.0,0.07561,0.09493,0.6770324557093725,15643000000.0,12161000000.0,45229000000.0,2869000000.0,21336000000.0,3173000000.0,31807100000.0,0.4739256698397482
トリニティ工業,6382,機械,スタンダード（内国株式）,JP,2025-03-31,愛知県,21768480768.0,0.6520865,,7.8553543,8.559783290470753,0.38419998,0.02930403,171.73,,128.03215374090428,40217018000.0,3245861000.0,0.08417,2403191000.0,0.06245,0.07893,0.7582478353976467,9583337000.0,7992873000.0,25699240000.0,178579000.0,9358834000.0,3169053000.0,18334240100.0,0.8422379262659254
ダイフク,6383,機械,プライム（内国株式）,JP,2024-03-31,大阪府,2320617439232.0,5.139259,43.94235,31.153124,29.38864258109014,0.3852,0.013069705,202.58,143.62,118.45000010435147,,,0.14503999,,0.1182,0.18377,0.5546820107899975,287402000000.0,211392000000.0,496426000000.0,70616000000.0,142044000000.0,23517000000.0,225485900000.0,0.0971663386596903
昭和真空,6384,機械,スタンダード（内国株式）,JP,2025-03-31,神奈川県,10128231424.0,0.8956145,,14.577778,50.8324165101113,0.6218,0.04270897,112.5,,26.669097323285392,8480131000.0,792275000.0,0.04853,561931000.0,0.07238,0.06151,0.7501096826248549,3861155000.0,2910860000.0,11725302000.0,568579000.0,4978440000.0,173248000.0,7985420600.0,0.7884318856575132
サムコ,6387,機械,プライム（内国株式）,JP,2024-07-31,京都府,46748651520.0,3.4475589,27.504725,27.547688,23.166092775370736,0.284,0.0,211.27,211.6,183.2500009648072,,,0.10087,,0.18165001,0.13126999,0.7632026507777196,3816232000.0,2833557000.0,11188327000.0,1111261000.0,6592297000.0,369068000.0,7630442600.0,0.1632227316061843
加藤製作所,6390,機械,プライム（内国株式）,JP,2025-03-31,東京都,16396497920.0,0.38096866,4.9213257,,3.8701544542527744,0.17979999,0.023194168,-225.94,298.7,361.4426777517053,52932000000.0,904000000.0,-0.04599,-6033000000.0,0.08291,0.09892,0.4340856667347951,58146000000.0,40630000000.0,80292000000.0,43808000000.0,14763000000.0,2823000000.0,24122100000.0,1.4711739127278225
加地テック,6391,機械,スタンダード（内国株式）,JP,2025-03-31,大阪府,6203283968.0,0.75200397,,13.037582,14.73700682439988,0.139,0.0,287.63,,349.5483146488446,7003943000.0,620082000.0,0.20596,578915000.0,0.094680004,0.08234,0.6763667585834009,3740998000.0,1931262000.0,7421054000.0,1371856000.0,1672461000.0,,3680056000.0,0.5932431948922188
ヤマダコーポレーション,6392,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,15942282240.0,0.93055576,,9.38081,6.886469503088167,0.2959,0.031770047,709.96,,801.731299623903,14628739000.0,1962778000.0,0.14315,1607420000.0,0.111940004,0.102340005,0.8501083654164213,2599389000.0,1497386000.0,11258422000.0,943243000.0,4096635000.0,349903000.0,8903965100.0,0.5585125746713665
油研工業,6393,機械,スタンダード（内国株式）,JP,2025-03-31,神奈川県,11523535872.0,0.5198521,,9.9009905,10.724617692221395,0.6415,0.044247787,327.24,,199.68243938605625,33496199000.0,1920831000.0,0.03662,1249115000.0,0.03325,0.052589998,0.5148333389980165,18702426000.0,12715803000.0,29495220000.0,7225180000.0,6508567000.0,3613639000.0,13322341300.0,1.1560983927138853
タダノ,6395,機械,プライム（内国株式）,JP,2024-12-31,香川県,174733262848.0,0.84950036,14.8053055,9.559992,17.87783602070192,0.3039,0.030877193,144.77,93.48,61.264058891682495,291500000000.0,23783000000.0,0.06926,6642000000.0,0.052360002,0.09292,0.4679715037851183,214526000000.0,138372000000.0,292387000000.0,122472000000.0,93125000000.0,11435000000.0,85865500000.0,0.4914090116584967
宇野澤組鐵工所,6396,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,4897969664.0,1.4572978,,11.53416,8.082801125272876,0.13,0.0,384.51,,384.2264492753623,4954532000.0,594310000.0,0.12982,396864000.0,0.08492,0.12621,0.3985214766572937,5066985000.0,2204688000.0,5512020000.0,2295121000.0,2883043000.0,523921000.0,811779700.0,0.1657380007815418
不二精機,6400,機械,スタンダード（内国株式）,JP,2024-12-31,大阪府,2348292352.0,0.6720508,,9.200507,10.105322382439644,0.22209999,0.021341464,31.52,,28.730641781944318,8251311000.0,404873000.0,0.05723,139228000.0,0.03133,0.07857,0.3721333740383208,5925183000.0,4016769000.0,4783059000.0,3533343000.0,1458104000.0,212882000.0,-993106600.0,-0.4229058614248725
兼松エンジニアリング,6402,機械,スタンダード（内国株式）,JP,2025-03-31,高知県,8677351424.0,3.9717584,14.074662,10.695316,9.183439328875274,0.0725,0.005177229,165.68,125.9,126.79204851931482,13300759000.0,954443000.0,-0.00062,700690000.0,-0.01511,-0.025339998,0.5911210417452271,4938990000.0,3493298000.0,6706357000.0,1490853000.0,1579529000.0,20935000.0,1782021500.0,0.205364680180089
水道機工,6403,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,17355792384.0,1.6604164,,29.497557,17.719112522884025,0.40060002,0.013597033,137.13,,85.60765103802193,25966000000.0,1479000000.0,0.080699995,427000000.0,0.02649,0.08011,0.390520053732489,15880000000.0,13212000000.0,20794000000.0,1980000000.0,4145000000.0,1493000000.0,5959100000.0,0.3433493480535979
鈴茂器工,6405,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,15386456064.0,1.2417449,10.849725,24.753187,13.11308257575756,0.6104,0.024199288,55.71,127.1,88.23252347620453,15568092000.0,1890110000.0,0.015190001,1462998000.0,0.048839998,0.05159,0.8180593152488023,3502854000.0,2007907000.0,10841277000.0,153860000.0,5597109000.0,47229000.0,7371483300.0,0.4790890942877487
フジテック,6406,機械,プライム（内国株式）,JP,2025-03-31,滋賀県,442225623040.0,2.7628229,25.848541,28.571428,15.928505275134889,0.45369998,0.015887026,198.31,219.2,228.4400011689773,241253000000.0,16171000000.0,0.11829001,14514000000.0,0.07166,0.09536,0.5935170462561533,91624000000.0,87238000000.0,195424000000.0,4290000000.0,82942000000.0,7844000000.0,109290800000.0,0.2471380994359851
ＣＫＤ,6407,機械,プライム（内国株式）,JP,2025-03-31,愛知県,315046526976.0,2.161562,18.69548,25.062456,23.11256267762756,0.39360002,0.009041981,188.13,252.2,124.94000055412344,155634000000.0,19023000000.0,0.11796,13520000000.0,0.08444,0.09194,0.6474223088487056,74347000000.0,39983000000.0,131473000000.0,35801000000.0,35333000000.0,8599000000.0,63145300000.0,0.2004316651451624
小倉クラッチ,6408,機械,スタンダード（内国株式）,JP,2025-03-31,群馬県,5909436928.0,0.33221006,,5.339064,-8.08176366556327,0.067600004,0.012121212,739.83,,-399.6081434526411,43907000000.0,465000000.0,0.03929,1162000000.0,0.03635,0.09011,0.3765128794163316,29312000000.0,22087000000.0,31118000000.0,18618000000.0,7933000000.0,1010000000.0,2513000000.0,0.4252520215746687
平和,6412,機械,プライム（内国株式）,JP,2025-03-31,東京都,195084533760.0,0.7688839,8.72134,15.649972,11.143672918494842,0.6334,0.040201005,126.39,226.8,168.43000030023552,145867000000.0,27691000000.0,0.26381,13064000000.0,0.0,0.037809998,0.2321390873698885,807284000000.0,111411000000.0,137807000000.0,628425000000.0,77799000000.0,8520000000.0,-663513000000.0,-3.401156345978085
理想科学工業,6413,機械,プライム（内国株式）,JP,2025-03-31,東京都,79070420992.0,1.1775199,8.596008,19.647633,20.33239125118717,0.78699994,0.03909304,63.57,145.3,72.74000048212271,78723000000.0,6183000000.0,0.060949996,4088000000.0,0.05908,,0.7479839389951749,22407000000.0,17990000000.0,41232000000.0,4412000000.0,13610000000.0,4288000000.0,21826600000.0,0.2760400125124959
ＳＡＮＫＹＯ,6417,機械,プライム（内国株式）,JP,2025-03-31,東京都,436604108800.0,1.7551144,1473.6666,8.546959,7.696329889963259,0.4059,0.045543265,258.63,1.5,201.4299998415252,191821000000.0,73605000000.0,0.36947,53992000000.0,0.0,,0.8464401010961988,51705000000.0,41860000000.0,294541000000.0,,180064000000.0,5349000000.0,246580300000.0,0.5647686199695242
日本金銭機械,6418,機械,プライム（内国株式）,JP,2025-03-31,大阪府,30490927104.0,0.86790204,36.973686,6.587739,10.881560655408157,0.2696,0.03972366,170.62,30.4,112.58999935984905,37815935000.0,4910594000.0,0.16922002,3810465000.0,0.15174,0.14310001,0.6485978180595287,17354008000.0,8068419000.0,41465835000.0,10860265000.0,17457475000.0,950992000.0,24777521400.0,0.8126194823623294
マースグループホールディングス,6419,機械,プライム（内国株式）,JP,2025-03-31,東京都,59977891840.0,0.72033846,18.340858,8.298649,6.015387955723791,0.3832,0.0456621,391.63,177.2,499.8899902542835,42250771000.0,12331582000.0,0.29177,8716277000.0,0.21583,0.08817001,0.8991891416842419,8770635000.0,5996279000.0,52004781000.0,544581000.0,36373416000.0,16113027000.0,54513264900.0,0.9088893128391756
ガリレイ,6420,機械,プライム（内国株式）,JP,2025-03-31,大阪府,149346697216.0,1.3690274,7.0743523,11.834414,9.405646673780094,0.2351,0.019654714,314.76,526.55,307.75995493790043,130639000000.0,16572000000.0,0.12645,12008000000.0,0.0,0.1176,0.7239937271301621,38358000000.0,36032000000.0,96318000000.0,,53408000000.0,11752000000.0,66186400000.0,0.4431728403358975
高見沢サイバネティックス,6424,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,4266610944.0,0.70359707,,7.2517943,9.67743478049162,0.1495,0.020222448,133.76,,148.96703590502804,15391532000.0,1374309000.0,0.08081,1001137000.0,0.042379998,0.10267,0.3568405077437163,10884154000.0,6567068000.0,11853753000.0,4728307000.0,2829879000.0,929234000.0,1620062800.0,0.3797071777257411
ユニバーサルエンターテインメント,6425,機械,スタンダード（内国株式）,JP,2024-12-31,東京都,53933641728.0,0.41587543,4.25142,,6.171262968211224,0.0,0.0,-2986.47,163.71,367.0000010194803,126328000000.0,3025000000.0,-0.092080005,-15569000000.0,-1.8841499,-0.92678,0.5842824295387922,263064000000.0,43341000000.0,78856000000.0,187433000000.0,23795000000.0,10250000000.0,-177033000000.0,-3.282422516410424
オーイズミ,6428,機械,スタンダード（内国株式）,JP,2025-03-31,神奈川県,7828321792.0,0.4151194,,313.51352,16.867497489560648,10.7143,0.034188036,1.11,,23.5139209264881,20113318000.0,93600000.0,0.10311,246319000.0,0.00131,0.00132,0.4699156845712483,20651399000.0,8631415000.0,17931210000.0,15991143000.0,6970929000.0,400744000.0,-2439668200.0,-0.3116463866486902
ダイコク電機,6430,機械,プライム（内国株式）,JP,2025-03-31,愛知県,39704633344.0,0.7840357,43.84244,6.3012686,6.658674332177472,0.2542,0.027444255,432.77,62.2,572.5993270134044,57415710000.0,12212357000.0,0.19376,7727428000.0,0.11598,0.13352,0.7908203250373745,11978847000.0,10974440000.0,36122959000.0,,16960449000.0,296151000.0,24351417700.0,0.6133142570293975
竹内製作所,6432,機械,プライム（内国株式）,JP,2025-02-28,長野県,340442841088.0,1.9144741,13.673216,12.9701,9.208322307880684,0.35209998,0.026809651,568.23,539.01,548.5800014320268,213230000000.0,37146000000.0,0.13674,26113000000.0,0.11928,0.15553,0.7670380951506076,50720000000.0,49974000000.0,177254000000.0,,46482000000.0,168000000.0,126651600000.0,0.3720201593760704
ヒーハイスト,6433,機械,スタンダード（内国株式）,JP,2025-03-31,埼玉県,12095319040.0,4.8035355,,,-7.292879984774206,0.0,0.00047125353,-58.56,,-35.440103119861504,2245026000.0,-121495000.0,-0.14099,-203461000.0,-0.255,-0.16271,0.5628749199461854,2188934000.0,859505000.0,2394514000.0,1415710000.0,559165000.0,276538000.0,399156600.0,0.0330009153689922
アマノ,6436,機械,プライム（内国株式）,JP,2025-03-31,神奈川県,284215803904.0,2.1540189,15.910988,16.025616,19.96459282882361,0.7003,0.030127741,249.85,251.65,182.4800008320677,175423000000.0,23040000000.0,0.12597,17828000000.0,0.09364,0.12810999,0.699441179800142,57777000000.0,46893000000.0,128119000000.0,15327000000.0,66466000000.0,17097000000.0,82309900000.0,0.2896035296749435
ＪＵＫＩ,6440,機械,プライム（内国株式）,JP,2024-12-31,東京都,19152125952.0,0.592334,19.107143,13.679949,-3.344174996967769,0.21290001,0.0,46.93,33.6,-109.00000030324576,,,0.08144,,0.015759999,0.04409,0.2194713786484225,109986000000.0,86352000000.0,105384000000.0,81630000000.0,13170000000.0,5853000000.0,-504900000.0,-0.0263626085827445
サンデン,6444,機械,スタンダード（内国株式）,JP,2024-12-31,群馬県,17163249664.0,0.64255285,1.2982633,,-5.109663562369753,0.0,0.0,-40.86,118.62,-30.138970623063503,183848000000.0,-6446000000.0,0.01071,-777000000.0,0.0014399999,0.0294,0.1289589020796881,151877000000.0,139792000000.0,100636000000.0,73370000000.0,17893000000.0,22642000000.0,-35391600000.0,-2.0620570517152155
ジャノメ,6445,機械,プライム（内国株式）,JP,2025-03-31,東京都,23303352320.0,0.66809034,,40.820072,10.7509065293802,1.3774,0.033407573,32.68,,60.11161307467446,36340000000.0,2230000000.0,0.061680004,1794000000.0,0.01733,0.01962,0.6963468939531322,14188000000.0,7146000000.0,25860000000.0,2466000000.0,7134000000.0,1808000000.0,12937600000.0,0.5551819250012523
ブラザー工業,6448,電気機器,プライム（内国株式）,JP,2025-03-31,愛知県,776434483200.0,1.0600395,13.114685,14.451162,21.46295831886949,0.4653,0.015867978,215.0,236.91,123.48000002497304,876558000000.0,69888000000.0,0.08565,54778000000.0,0.06406,0.07083,0.7413177504958988,241179000000.0,183343000000.0,574073000000.0,600000000.0,172776000000.0,33570000000.0,356393000000.0,0.4590123284210157
マックス,6454,機械,プライム（内国株式）,JP,2025-03-31,東京都,298946396160.0,2.734699,26.782118,23.418793,13.926171546735278,0.40150002,0.016913947,283.96,248.3,222.5234267481774,91839000000.0,14468000000.0,0.16785999,11225000000.0,0.134,0.12082,0.8498768166534255,18580000000.0,14622000000.0,74246000000.0,1518000000.0,40175000000.0,20448000000.0,69979600000.0,0.2340874514591773
モリタホールディングス,6455,輸送用機器,プライム（内国株式）,JP,2025-03-31,大阪府,123705909248.0,1.235559,21.476261,13.315855,11.462634816502105,0.2667,0.02100271,217.41,134.8,137.08999918535105,111743000000.0,13737000000.0,0.11592,9472000000.0,0.08884,0.11061,0.6733634689435795,45651000000.0,36138000000.0,87132000000.0,0.0,29892000000.0,14298000000.0,51489600000.0,0.4162258724179132
グローリー,6457,機械,プライム（内国株式）,JP,2025-03-31,兵庫県,216682872832.0,0.984519,21.347963,19.64612,5.0627125489963,0.52889997,0.026816187,207.98,191.4,532.1000073961721,369017000000.0,35174000000.0,0.08485,16053000000.0,0.02182,0.031659998,0.532771054329737,205590000000.0,111698000000.0,224625000000.0,85598000000.0,51580000000.0,11011000000.0,26742700000.0,0.1234186147270362
新晃工業,6458,機械,プライム（内国株式）,JP,2025-03-31,大阪府,99007438848.0,1.6055654,4.168325,14.285714,13.635683275216982,0.5067,0.035111412,102.62,351.7,88.35772794413857,57005000000.0,9987000000.0,0.16392,7829000000.0,0.114300005,0.10618,0.7172841394402155,20718000000.0,15379000000.0,48153000000.0,2412000000.0,15669000000.0,13212000000.0,36683400000.0,0.3705115537461559
